"Crown Heights Jewish Community Council","Food pantry with kosher food.","","877 Montgomery Street","BROOKLYN","NY","11213","(718) 467-0166","","Wed: 1:30 PM - 3:00 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Cuyler Warren United Methodist Church","Food pantry.","","450 Warren Street","BROOKLYN","NY","11217","(718) 875-8502","","Tue: 1:30 PM - 2:45 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Deliverance Temple Church of Jesus Christ","Food pantry.","","134-10 Rockaway Boulevard ","SOUTH OZONE PARK","NY","11420","(718) 529-1993","","Tue: 5:30 PM - 6:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Dewitt Reformed Church","Food pantry.  ","","280 Rivington Street","NEW YORK","NY","10002","(212) 674-3341","","Mon, Thu: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"East New York Wesleyan Church - New Hope Family Worship Center","Food pantry.","","817 Livonia Avenue","BROOKLYN","NY","11207","(718) 456-1305","","Sat: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Eastchester Presbyterian Church","Soup kitchen.","","3154 Fish Avenue","BRONX","NY","10469","(718) 798-1855","","Thu: 5:30 PM - 6:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Ebenezer Seventh Day Adventist Church","Soup kitchen.","","1234 East New York Avenue","BROOKLYN","NY","11212","(718) 778-7900","","Sun: 12:30 PM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Ebenezer Seventh Day Adventist Church","Food pantry.","","1234 East New York Avenue","BROOKLYN","NY","11212","(718) 778-7900","","Wed: 10:30 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"El Amanecer de la Esperanza Ministry, Inc Food Provider","Food pantry.","","1769 East 172nd Street","BRONX","NY","10472","(718) 829-4516","","Fri: 9:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Elmcor Youth and Adult Activities","Food pantry.","","33-16 108th Street","CORONA","NY","11368","(718) 651-0096","","Wed: 1:30 PM - 2:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Elohim Community Development and Outreach, Inc","Food pantry.","","87-47 111th Street","RICHMOND HILL","NY","11418","(917) 418-7906","","Fri: 9:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Emanuel Pentecostal Faith Church","Food pantry.","","1310 Elder Avenue","BRONX","NY","10472","(718) 842-4092","","Wed: 5:00 PM  - 6:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Every Day is a Miracle","Food pantry. ","","411 East 143rd Street","BRONX","NY","10455","(646) 671-4360","","Fri: 12:00 PM - 1:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Faith Center for Human Services, Inc","Soup kitchen. ","","1014-18 Gates Avenue","BROOKLYN","NY","11221","(347) 614-3235","","Sat: 9:30 AM - 12:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Faith Center for Human Services, Inc","Food pantry. ","","1014-18 Gates Avenue","BROOKLYN","NY","11221","(347) 614-3235","","Sat: 9:30 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Family Life Development Center","Food pantry.","","1476 Bedford Avenue","BROOKLYN","NY","11216","(718) 636-4938","","Mon: 4:00 PM - 6:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Family Service Network of NY, Inc","Food pantry.","","1420 Bushwick Avenue","BROOKLYN","NY","11207","(718) 455-6010","","Mon, Wed: 9:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Father Creavins Food Pantry","Food pantry.","","276 West 151st Street","NEW YORK","NY","10039","(212) 281-2100","","Tue: 9:00 AM - 10:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Fernanda Valme Ministries Inc.","Food pantry.","","1120 Flatbush Avenue","BROOKLYN","NY","11226","(718) 284-1809","","Thu: 10:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First Baptist Church","Soup kitchen.","","100-10 Astoria Boulevard","EAST ELMHURST","NY","11369","(718) 446-0200","","Wed: 12:00 PM - 1:45 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First Church of God in Christ","Soup kitchen.","","187-10 Baisley Boulevard","SAINT ALBANS","NY","11412","(718) 712-4831","","Wed: 12:00 PM - 1:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First Church of God in Christ, Inc","Food pantry.","","187-10 Baisley Boulevard","SAINT ALBANS","NY","11412","(718) 718-4831","","Thu: 1:00 PM - 3:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First Presbyterian Church of Jamaica","Soup kitchen.","","89-60 164th Street","JAMAICA","NY","11432","(718) 526-4775","","Wed: 5:30 PM - 6:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First Presbyterian Church of Jamaica","Food pantry.","","89-60 164th Street","JAMAICA","NY","11432","(718) 526-4775","","Tue: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First Presbyterian Church of Springfield Gardens","Food pantry.","","216-02 137th Avenue","SPRINGFIELD GARDENS","NY","11413","(718) 528-7744","","Wed: 11:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First Presbyterian Russell Sage Memorial Church ","Food pantry.","","896 Central Avenue","FAR ROCKAWAY","NY","11691","(718) 327-2440","","Sat: 9:30 AM - 10:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First Reform Church ","Soup kitchen.","","159-29 90th Avenue","JAMAICA","NY","11432","(718) 658-6333","","Mon: 5:00 PM - 6:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"First United Methodist Church of Jamaica","Food pantry.","","162-10 Highland Avenue","JAMAICA","NY","11432","(718) 739-2269","","Mon: 8:30 AM - 9:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Flatbush Seventh Day Adventist Church","Food pantry. ","","261 East 21st Street","BROOKLYN","NY","11226","(718) 693-9180","","Mon: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Food Bank for New York City Food for Survival","Soup kitchen.","","252 West 116th Street","NEW YORK","NY","10026","(212) 665-8747","","Mon - Thurs: 4:00 PM - 6:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Food Bank for New York City Food for Survival","Food pantry.","","252 West 116th Street","NEW YORK","NY","10026","(212) 665-8747","","Tue: 10:00 AM - 3:00 PM; Wed: 3:00 PM - 6:00 PM; Thu: 10:00 AM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Food First, Inc","Food pantry.","","165 Conover Street","BROOKLYN","NY","11231","(718) 624-1950","","Wed: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Food Mart","Food pantry.","","729 Delafield Avenue","STATEN ISLAND","NY","10310","(718) 816-1811","","Tue, Thu: 10:00 AM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Forest Hills Senior Center ","Food pantry. This location is open on the 2nd, 3rd, 4th, and 5th Thursdays of each month.
","","108-25 62nd Drive","FOREST HILLS","NY","11375","(718) 699-1010","","Thurs: 8:30 AM – 9:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Franciscan Community Center at Holy Name","Food pantry.","","207 West 96th Street","NEW YORK","NY","10025","(212) 932-8040","","Mon, Tue: 1:00 PM - 3:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Fraternite Notre Dame","Food pantry.  ","","2290 First Avenue","NEW YORK","NY","10035","(212) 876-5855","","Fri: 2:00 PM - 4:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Fraternite Notre Dame","Soup kitchen. ","","2290 First Avenue","NEW YORK","NY","10035","(212) 876-5855","","Tue - Fri: 10:30 AM - 1:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Friendly Christian Church Disciples of Christ","Soup kitchen.","","569 Hart Street","BROOKLYN","NY","11221","(718) 455-4609","","Wed, Thu, Fri: 12:30 PM - 1:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Friendly Hands Ministry Inc.","Food pantry.","","225-41 East 118 Street","NEW YORK","NY","10035","(646) 360-4418","","Wed: 9:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"GMHC Nutrition and Wellness Program","Food pantry offering an HIV/AIDS diet. 
","","446 West 33rd Street","NEW YORK","NY","10001","(212) 367-1409","","Mon: 11:00 AM - 2:00 PM; Wed: 1:00 PM - 4:00 PM; Thu: 11:00 AM - 2:00 PM","Call ahead.","Free.","Food Pantry, HIV/AIDS Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Gay Mens Health Crisis (GMHC)","Soup kitchen offering an HIV/AIDS diet.","","446 West 33 Street","NEW YORK","NY","10011","(212) 367-1257","","Mon - Thu: 12:00 PM - 2:45 PM; Fri: 5:00 PM - 7:30 PM","Call ahead.","Free.","HIV/AIDS Diet, Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Gethsemane Baptist Church","Food pantry.","","771 Fairmount Place","BRONX","NY","10460","(718) 294-7129","","Thu: 7:30 AM - 9:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Gethsemane Seventh Day Adventist Church","Food pantry. ","","357 Empire Boulevard ","BROOKLYN","NY","11225","(718) 467-4181","","Wed: 5:00 PM - 6:00 PM; Sun: 12:00 PM - 1:00 PM except for the 5th Wednesday and Sunday of each month.","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Gethsemane Soul Saving Station","Food pantry.","","145-41 228th Street","SPRINGFIELD GARDENS","NY","11413","(718) 949-8662","","Wed: 1:00 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Give Them to Eat","Soup kitchen.","","800 East 156th Street","BRONX","NY","10455","(718) 993-8378","","Tue: 2:00 PM - 4:00 PM, Thu: 12:00 PM - 2:00 PM, Fri: 11:00 AM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Give Them to Eat Food Provider","Food pantry. ","","800 East 156th Street","BRONX","NY","10455","(718) 993-8961","","Fri: 11:00 AM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"God's Battalion of Prayer Church","Food pantry.","","661 Linden Boulevard","BROOKLYN","NY","11203","(718) 774-5447","","Tue, Thu: 9:30 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"God's Deliverance Temple, Inc","Food pantry. ","","438 Ralph Avenue","BROOKLYN","NY","11233","(347) 234-3828","","Tue: 11:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Good News Deliverance Tabernacle","Food pantry.  ","","442 Cleveland Street","BROOKLYN","NY","11208","(718) 235-0065","","Sat: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Good Shepherd Food Pantry","Food pantry.","","104 Cooper Street","NEW YORK","NY","10034","(212) 567-1300","","Sat: 7:30 AM - 9:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Gospel Hill Baptist Church","Food pantry. This location is open on the 1st, 2nd, and 3rd Tuesday of each month.
","","3265 Third Avenue","BRONX","NY","10456","(718) 585-6730","","Tue: 10:30 AM - 12:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Grace Episcopal Church","Soup kitchen.","","1909 Vyse Avenue","BRONX","NY","10460","(718) 542-1946","","Thu: 9:00 AM - 12:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Grand Central Neighborhood Social Service Corporation","Soup kitchen.","","120 East 32nd Street","NEW YORK","NY","10016","(212) 883-0680","","Mon - Fri: 7:00 AM - 7:30 AM, 12:30 PM - 1:30 PM, 5:00 PM - 6:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Grand Concourse SDA Church","Food pantry.","","1275 Grandconcourse","BRONX","NY","10452","(718) 681-2232","","Wed: 2:30 PM - 4:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Greenpoint Reformed Church Food Pantry","Food pantry.","","136 Milton Street","BROOKLYN","NY","11222","(718) 383-5941","","Thu: 8:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"HO Scott Education and Community Center, Inc","Soup kitchen.","","15-10 Redfern Avenue ","FAR ROCKAWAY","NY","11691","(718) 327-2208","","Tue: 12:00 PM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hanson Place Seventh Day Adventist Church","Food pantry.","","150 South Portland Avenue","BROOKLYN","NY","11217","(718) 399-7513","","Thu: 3:00 PM - 5:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Harlem Community Nutritional","Food pantry.","","132 West 125th Street","NEW YORK","NY","10027","(212) 666-7538","","Mon - Thu: 10:00 AM - 11:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Harlem Dowling West Side Center Specialized Service","Food pantry.","","2090 Adam Clayton Powell Jr.","NEW YORK","NY","10027","(212) 749-3656","","Tue: 12:00 PM - 2:00 PM; Fri: 2:00 PM - 4:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Heavenly Vision Christian Center Food Provider","Food pantry.","","2868 Jerome Avenue","BRONX","NY","10468","(718) 220-8124","","Tue: 9:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hebron Seventh Day Adventist Church","Food pantry.","","1256 Dean Street","BROOKLYN","NY","11216","(718) 778-6454","","Wed: 9:00 AM - 10:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hebron Seventh Day Adventist Church","Food pantry.","","1256 Dean Street","BROOKLYN","NY","11216","(718) 778-6454","","Sun: 12:30 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hollis Avenue Congregational Church","Food pantry. ","","211-04 Hollis Avenue","QUEENS VILLAGE","NY","11429","(718) 468-1498","","Tue: 12:00 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Holy Apostles Soup Kitchen","Soup kitchen.","","296 Ninth Avenue","NEW YORK","NY","10001","(212) 924-0167","","Mon - Fri: 10:30 AM - 12:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Holy Cross Church","Food pantry.","","600 Soundview Avenue","BRONX","NY","10473","(718) 893-5550","","Thu: 8:30 AM - 9:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Holy Cross Food Pantry - Brooklyn","Food pantry.","","2530 Church Avenue","BROOKLYN","NY","11226","(718) 469-5900","","Tue, Thu: 2:00 PM - 2:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Holy Ghost Upper Room Filling Station Ministry","Food pantry.","","146-17 133rd Avenue","JAMAICA","NY","11436","(718) 529-2060","","Sat: 10:00 AM - 11:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Holy Innocents","Food pantry.","","279 East 17th Street","BROOKLYN","NY","11226","(718) 469-9500","","Wed: 9:30 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Holy Tabernacle Church","Soup kitchen.","","3780 Third Avenue","BRONX","NY","10456","(718) 293-9862","","Tue: 4:00 PM - 5:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Holy Tabernacle Church Food Provider I","Food pantry.","","3780 Third Avenue","BRONX","NY","10456","(718) 293-9862","","Tue: 4:30 PM - 5:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Holy Temple Church","Food pantry.","","136-25 Springfield Boulevard","SPRINGFIELD GARDENS","NY","11413","(347) 686-0501","","Sat: 11:00 AM - 12:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hope Center Development Corporation","Soup kitchen.  This location is open on the 1st, 2nd, 3rd, and 4th Saturdays of each month.
","","409 East 95th Street","BROOKLYN","NY","11212","(718) 385-1043","","Sat: 11:00 AM - 1:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hope Center Development Corporation","Food pantry. This location is open on the 1st, 2nd, 3rd, and 4th Saturdays of each month.
","","414 East 95th Street","BROOKLYN","NY","11212","(718) 385-1043","","Sat: 11:00 AM - 1:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hope City Empowerment Center ","Soup kitchen.","","650-656 Washington Avenue","BROOKLYN","NY","11238","(718) 857-5698","","Tue, Thu, Fri: 12:30 PM - 1:30 PM; Sat: 9:00 AM - 11:00 AM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hope for Our Neighbors in Need Community Meal","Soup kitchen.","","201 west 13 Street","NEW YORK","NY","10011","(212) 243-5470","","Sat: 12:00 PM - 1:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Horeb Seventh Day Adventist Community Services","Food pantry. ","","520 Kingston Avenue","BROOKLYN","NY","11225","(718) 771-0849","","Tue: 12:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hot Lunch for the Needy - Rush Temple Food Provider","Soup kitchen.  ","","119-48 Sutphin Boulevard","JAMAICA","NY","11434","(718) 529-5719","","Wed, Fri: 12:30 PM - 1:30 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Hour Children Community Outreach","Food pantry.","","36-49 11th Street","ASTORIA","NY","11106","(718) 482-8226","","Mon: 2:00 PM - 5:00 PM; Thu: 4:00 PM - 6:00 PM; Fri: 10:00 AM - 12:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","","Berber"
"Iglesia Alianza Misionera Ebenezer","Food pantry.","","43-02 38th Street","LONG ISLAND CITY","NY","11101","(718) 729-1944","","Sat: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Inspirational Gospel Assembly Food Pantry","Food pantry.","","1211 Brook Avenue","BRONX","NY","10456","(347) 758-6447","","Sat: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"International Pentecostal City Mission","Food pantry.","","9202-14 Church Avenue","BROOKLYN","NY","11236","(718) 342-9005","","Sat: 2:00 PM - 4:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Iris House","Food pantry offering an HIV/AIDS diet. 
","","2271 2nd Avenue","NEW YORK","NY","10035","(212) 423-9049","","Tue, Thu: 2:00 PM - 4:00 PM","Call ahead.","Free.","Food Pantry, HIV/AIDS Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Isaiah's Temple Of Mount Hope","Food pantry.","","862 Glenmore Avenue","BROOKLYN","NY","11208","(718) 277-4038","","Thu: 2:00 PM - 4:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Isaiah's Temple Of Mount Hope Food Provider II","Soup kitchen.","","862 Glenmore Avenue","BROOKLYN","NY","11208","(718) 277-4038","","Tue, Thu: 2:00 PM - 4:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"JUSTICE Organization","Food pantry.","","87-43 164th Street ","JAMAICA","NY","11432","(718) 772-7951","","Mon: 9:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","","Punjabi"
"JUSTICE Organization - Jesus is Justice Mission","Food pantry.","","219 Beach 28th Street","FAR ROCKAWAY","NY","11691","(718) 772-7951","","Wed: 12:00 PM - 2:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jackson Heights SDA Food Pantry","Food pantry.","","72-25 Woodside Avenue","WOODSIDE","NY","11377","(718) 424-4544","","Wed: 4:00 PM - 5:30 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jackson Heights SDA Soup Kitchen","Soup kitchen.","","72-25 Woodside Avenue","WOODSIDE","NY","11377","(718) 424-4544","","Sun: 12:30 PM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jamaica Hispanic Seventh Day Adventist Church","Food pantry.","","88-28 161st Street","JAMAICA","NY","11432","(718) 736-8533","","Sun: 9:00 AM - 10:00 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jamaica Seventh Day Adventist Church","Food pantry.","","88-28 163rd Street","JAMAICA","NY","11432","(718) 658-9784","","Sun: 9:30 AM - 11:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jan Hus Presbyterian Church - Homeless Outreach","Soup kitchen.","","351 East 74th Street","NEW YORK","NY","10021","(212) 288-6743","","Tue: 5:45 PM - 7:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jan Hus Presbyterian Church - Homeless Outreach","Food pantry.","","351 East 74th Street","NEW YORK","NY","10021","(212) 288-6743","","Mon - Fri: 10:00 AM - 4:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jewish Community Council of Canarsie","Food pantry with kosher food. ","","1170 Pennsylvania Avenue","BROOKLYN","NY","11239","(718) 922-2474","","Wed: 9:00 AM - 11:00 AM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jewish Community Council of Pelham Parkway","Food pantry with kosher food.","","2157 Holland Avenue","BRONX","NY","10462","(718) 792-4744","","Tue, Wed, Thu:  1:00 PM - 4:00 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jewish Community Council of Washington Heights","Food pantry with kosher food.  ","","121 Bennett Avenue","NEW YORK","NY","10033","(212) 568-5450","","Tue, Wed, Thu: 11:00 AM - 1:00 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jewish Institute of Queens","Food pantry with kosher food.","","60-05 Woodhaven Boulevard","ELMHURST","NY","11373","(718) 426-9369","","Fri: 10:30 AM - 12:00 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Jewish Services Coalition","Food pantry with kosher food. ","","1525 Central Avenue","FAR ROCKAWAY","NY","11691","(718) 327-6060","","Mon, Wed: 9:30 AM - 1:30 PM ","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"John Wesley United Methodist Church","Soup kitchen.","","260 Quincy Street","BROOKLYN","NY","11216","(718) 783-5735","","Thu: 12:30 PM - 2:00 PM","Call ahead.","Free.","Soup Kitchen","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Kehilat Sepahrdim of Ahvat Achim","Food pantry with kosher food. ","","150-62 78th Road","FLUSHING","NY","11367","(718) 591-9574","","Sun: 10:00 AM - 4:00 PM; Mon, Wed: 10:00 AM - 2:00 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"King Emmanuel Missionary Baptist Church","Food pantry.","","207A Bainbridge Street","BROOKLYN","NY","11233","(718) 773-1650","","Fri: 10:30 AM - 12:00 PM; Sat: 9:00 AM - 10:30 AM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Las Maravillas del Exodo","Food pantry.","","302 Elton Street","BROOKLYN","NY","11208","(718) 235-4801","","Wed: 11:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
"Lefrak City Jewish Center, Inc","Food pantry with kosher food. ","","98-15 Horace Harding Expressway","CORONA","NY","11368","(718) 271-5709","","Tue: 10:00 AM - 12:00 PM","Call ahead.","Free.","Food Pantry, Kosher Diet","","Eligibility restrictions may apply. Call for information.","","Call for information.","",""
